month,groups,mau,supporters,archives,sponsors,revenue,team,infra,legal,cost,net,heads,cash,loan,capital_committed,unfunded_cum,out_of_money,lean_phase
52,8251,44186,448,330,56.3,8797,8262,3605,5000,16867,-8070,2.0,0,0,205000,409838,True,True
53,8674,46450,471,347,57.2,9053,8378,3720,5000,17098,-8045,2.0,0,0,205000,417883,True,True
54,9106,48764,496,364,58.1,9311,8497,3838,5000,17335,-8023,2.0,0,0,205000,425907,True,True
55,9547,51126,521,382,58.9,9572,8618,3960,5000,17577,-8006,2.0,0,0,205000,433912,True,True
56,9997,53535,547,400,59.7,9834,8741,4084,5000,17825,-7991,2.0,0,0,205000,441903,True,True
57,10455,55988,573,418,60.5,10099,8867,4212,5000,18079,-7980,2.0,0,0,205000,449884,True,True
58,10921,58485,599,437,61.3,10365,8994,4343,5000,18337,-7973,2.0,0,0,205000,457856,True,True
59,11395,61021,626,456,62.1,10633,9124,4477,5000,18601,-7968,2.0,0,0,205000,465825,True,True
60,11876,63597,654,475,62.8,10902,9256,4613,5000,18870,-7968,2.0,0,0,205000,473792,True,True
61,12364,66208,682,495,63.6,11173,9390,4753,5000,19143,-7970,2.0,0,0,205000,481762,True,True
62,12858,68854,710,514,64.3,11445,9525,4895,5000,19421,-7975,2.0,0,0,205000,489737,True,True
63,13358,71531,739,534,65.0,11719,9662,5040,5000,19703,-7984,2.0,0,0,205000,497721,True,True
64,13863,74237,768,555,65.7,11993,9801,5188,5000,19989,-7996,2.0,0,0,205000,505717,True,True
65,14373,76970,798,575,66.4,12268,9941,5338,5000,20279,-8011,2.0,0,0,205000,513728,True,True
66,14888,79727,827,596,67.1,12544,10082,5491,5000,20573,-8028,2.0,0,0,205000,521757,True,True
67,15407,82505,857,616,67.7,12821,10224,5646,5000,20870,-8049,2.0,0,0,205000,529806,True,True
68,15929,85302,888,637,68.4,13097,10367,5803,5000,21170,-8073,2.0,0,0,205000,537879,True,True
69,16455,88115,918,658,69.0,13374,10511,5962,5000,21474,-8099,2.0,0,0,205000,545978,True,True
70,16983,90942,949,679,69.6,13651,10656,6123,5000,21780,-8128,2.0,0,0,205000,554106,True,True
71,17512,93779,980,700,70.2,13928,10801,6287,5000,22088,-8160,2.0,0,0,205000,562266,True,True
72,18044,96623,1011,722,70.8,14204,10947,6452,5000,22399,-8195,2.0,0,0,205000,570461,True,True
73,18576,99473,1042,743,71.4,14480,11093,6619,5000,22712,-8232,2.0,0,0,205000,578692,True,True
74,19108,102325,1073,764,72.0,14755,11239,6787,5000,23026,-8271,2.0,0,0,205000,586964,True,True
75,19641,105175,1104,786,72.6,15029,11385,6957,5000,23342,-8313,2.0,0,0,205000,595277,True,True
76,20172,108023,1136,807,73.1,15302,11531,7129,5000,23659,-8357,2.0,0,0,205000,603634,True,True
77,20703,110864,1167,828,73.6,15574,11676,7301,5000,23978,-8404,2.0,0,0,205000,612038,True,True
78,21232,113695,1198,849,74.2,15844,11821,7475,5000,24296,-8453,2.0,0,0,205000,620490,True,True
79,21758,116515,1229,870,74.7,16112,11966,7650,5000,24616,-8504,2.0,0,0,205000,628994,True,True
80,22282,119319,1260,891,75.2,16378,12109,7826,5000,24935,-8557,2.0,0,0,205000,637550,True,True
81,22802,122106,1291,912,75.7,16642,12252,8002,5000,25254,-8612,2.0,0,0,205000,646162,True,True
82,23319,124872,1322,933,76.2,16904,12393,8179,5000,25573,-8669,2.0,0,0,205000,654830,True,True
83,23831,127616,1352,953,76.7,17164,12534,8357,5000,25891,-8728,2.0,0,0,205000,663558,True,True
84,24339,130333,1382,974,77.1,17420,12673,8535,5000,26209,-8788,2.0,0,0,205000,672346,True,True
85,24841,133022,1412,994,77.6,17674,12811,8714,5000,26525,-8851,2.0,0,0,205000,681197,True,True
86,25337,135681,1442,1013,78.0,17925,12947,8893,5000,26840,-8915,2.0,0,0,205000,690112,True,True
87,25827,138305,1471,1033,78.5,18172,13081,9071,5000,27153,-8981,2.0,0,0,205000,699092,True,True
88,26322,140956,1501,1053,78.9,18419,13217,9253,5000,27470,-9051,2.0,0,0,205000,708143,True,True
89,26823,143640,1530,1073,79.3,18666,13354,9437,5000,27791,-9125,2.0,0,0,205000,717268,True,True
90,27331,146357,1559,1093,79.7,18914,13493,9624,5000,28117,-9203,2.0,0,0,205000,726470,True,True
91,27845,149108,1589,1114,80.1,19164,13634,9813,5000,28448,-9284,2.0,0,0,205000,735754,True,True
92,28365,151893,1619,1135,80.5,19415,13777,10006,5000,28783,-9368,2.0,0,0,205000,745122,True,True
93,28891,154711,1650,1156,80.9,19667,13921,10201,5000,29122,-9455,2.0,0,0,205000,754577,True,True
94,29424,157565,1680,1177,81.3,19922,14067,10399,5000,29467,-9545,2.0,0,0,205000,764122,True,True
95,29963,160453,1712,1199,81.7,20178,14215,10600,5000,29816,-9638,2.0,0,0,205000,773759,True,True
