month,groups,mau,supporters,archives,sponsors,revenue,team,infra,legal,cost,net,heads,cash,loan,capital_committed,unfunded_cum,out_of_money,lean_phase
52,8251,44186,448,330,56.3,14373,8262,3605,5000,16867,-2494,2.0,0,0,205000,277153,True,True
53,8674,46450,471,347,57.2,14716,8378,3720,5000,17098,-2383,2.0,0,0,205000,279536,True,True
54,9106,48764,496,364,58.1,15058,8497,3838,5000,17335,-2276,2.0,0,0,205000,281812,True,True
55,9547,51126,521,382,58.9,15402,8618,3960,5000,17577,-2175,2.0,0,0,205000,283988,True,True
56,9997,53535,547,400,59.7,15746,8741,4084,5000,17825,-2080,2.0,0,0,205000,286067,True,True
57,10455,55988,573,418,60.5,16090,8867,4212,5000,18079,-1989,2.0,0,0,205000,288056,True,True
58,10921,58485,599,437,61.3,16434,8994,4343,5000,18337,-1903,2.0,0,0,205000,289959,True,True
59,11395,61021,626,456,62.1,16779,9124,4477,5000,18601,-1822,2.0,0,0,205000,291782,True,True
60,11876,63597,654,475,62.8,17123,9256,4613,5000,18870,-1746,2.0,0,0,205000,293528,True,True
61,12364,66208,682,495,63.6,17468,9390,4753,5000,19143,-1675,2.0,0,0,205000,295203,True,True
62,12858,68854,710,514,64.3,17812,9525,4895,5000,19421,-1609,2.0,0,0,205000,296812,True,True
63,13358,71531,739,534,65.0,18156,9662,5040,5000,19703,-1547,2.0,0,0,205000,298358,True,True
64,13863,74237,768,555,65.7,18500,9801,5188,5000,19989,-1489,2.0,0,0,205000,299848,True,True
65,14373,76970,798,575,66.4,18843,9941,5338,5000,20279,-1436,2.0,0,0,205000,301284,True,True
66,14888,79727,827,596,67.1,19185,10082,5491,5000,20573,-1387,2.0,0,0,205000,302671,True,True
67,15407,82505,857,616,67.7,19527,10224,5646,5000,20870,-1343,2.0,0,0,205000,304014,True,True
68,15929,85302,888,637,68.4,19868,10367,5803,5000,21170,-1303,2.0,0,0,205000,305317,True,True
69,16455,88115,918,658,69.0,20207,10511,5962,5000,21474,-1266,2.0,0,0,205000,306583,True,True
70,16983,90942,949,679,69.6,20545,10656,6123,5000,21780,-1234,2.0,0,0,205000,307817,True,True
71,17512,93779,980,700,70.2,20882,10801,6287,5000,22088,-1206,2.0,0,0,205000,309023,True,True
72,18044,96623,1011,722,70.8,21218,10947,6452,5000,22399,-1181,2.0,0,0,205000,310205,True,True
73,18576,99473,1042,743,71.4,21551,11093,6619,5000,22712,-1161,2.0,0,0,205000,311365,True,True
74,19108,102325,1073,764,72.0,21883,11239,6787,5000,23026,-1144,2.0,0,0,205000,312509,True,True
75,19641,105175,1104,786,72.6,22212,11385,6957,5000,23342,-1130,2.0,0,0,205000,313639,True,True
76,20172,108023,1136,807,73.1,22539,11531,7129,5000,23659,-1120,2.0,0,0,205000,314759,True,True
77,20703,110864,1167,828,73.6,22864,11676,7301,5000,23978,-1113,2.0,0,0,205000,315872,True,True
78,21232,113695,1198,849,74.2,23186,11821,7475,5000,24296,-1110,2.0,0,0,205000,316982,True,True
79,21758,116515,1229,870,74.7,23506,11966,7650,5000,24616,-1110,2.0,0,0,205000,318092,True,True
80,22282,119319,1260,891,75.2,23822,12109,7826,5000,24935,-1113,2.0,0,0,205000,319205,True,True
81,22802,122106,1291,912,75.7,24136,12252,8002,5000,25254,-1119,2.0,0,0,205000,320323,True,True
82,23319,124872,1322,933,76.2,24446,12393,8179,5000,25573,-1127,2.0,0,0,205000,321450,True,True
83,23831,127616,1352,953,76.7,24752,12534,8357,5000,25891,-1139,2.0,0,0,205000,322590,True,True
84,24339,130333,1382,974,77.1,25055,12673,8535,5000,26209,-1154,2.0,0,0,205000,323743,True,True
85,24841,133022,1412,994,77.6,25354,12811,8714,5000,26525,-1171,2.0,0,0,205000,324914,True,True
86,25337,135681,1442,1013,78.0,25649,12947,8893,5000,26840,-1190,2.0,0,0,205000,326104,True,True
87,25827,138305,1471,1033,78.5,25940,13081,9071,5000,27153,-1213,2.0,0,0,205000,327317,True,True
88,26322,140956,1501,1053,78.9,26229,13217,9253,5000,27470,-1240,2.0,0,0,205000,328557,True,True
89,26823,143640,1530,1073,79.3,26519,13354,9437,5000,27791,-1273,2.0,0,0,205000,329830,True,True
90,27331,146357,1559,1093,79.7,26808,13493,9624,5000,28117,-1309,2.0,0,0,205000,331139,True,True
91,27845,149108,1589,1114,80.1,27097,13634,9813,5000,28448,-1350,2.0,0,0,205000,332489,True,True
92,28365,151893,1619,1135,80.5,27388,13777,10006,5000,28783,-1395,2.0,0,0,205000,333885,True,True
93,28891,154711,1650,1156,80.9,27679,13921,10201,5000,29122,-1444,2.0,0,0,205000,335328,True,True
94,29424,157565,1680,1177,81.3,27971,14067,10399,5000,29467,-1496,2.0,0,0,205000,336824,True,True
95,29963,160453,1712,1199,81.7,28264,14215,10600,5000,29816,-1552,2.0,0,0,205000,338376,True,True
